ts,city,state,event,year,year_mon,ymd,yw,department
2015-01-23 22:12:00,Aspen,Colorado,"PRELIM INFO FROM FAA OPS: ASPEN, CO/UAS INCIDENT/221200P/ASPEN ARPT OPS ADVISED UAS SIGHTED .75 S ASPEN AT 500 FEET OVER BUTTERMILK SKI RESORT (X-GAMES). PITKIN CO SHERIFF DEPT CHARGED AND RELEASED PERPETRATOR. UAS CONFISCATED. ",2015,201501,2015-01-23,201504,NA
2015-01-24 15:49:59,Long Beach,California,"PRELIM INFO FROM FAA OPS: LONG BEACH, CA/UAS INCIDENT/1550P DASSAULT-BREGUET F900 REPORTED A UAS OPERATING AT 800 FEET IN THE DEPARTURE CORRIDOR OF RWY 12 LGB. NO CONFLICTS REPORTED. LOCAL SHERIFF DEPT HELICOPTER RESPONDED AND WAS UNABLE TO FIND UAS. ",2015,201501,2015-01-24,201504,NA
2015-01-24 17:29:59,Sacramento,California,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS INCIDENT/1730P/NCT ADVISED CESSNA C182 REPORTED A UAS OPERATING AT 9,000 FEET 4 NW SAC. NO CONFLICTS REPORTED.",2015,201501,2015-01-24,201504,NA
2015-01-24 18:30:00,Van Nuys ,California,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/1830P CESSNA C172 REPORTED A UAS OPERATING AT 5,000 FEET, 9 W VNY. NO CONFLICTS REPORTED.",2015,201501,2015-01-24,201504,NA
2015-01-25 17:55:00,Seattle,Washington,"PRELIM INFO FROM FAA OPS: SEA/UAS INCIDENT/0955P/SEA ATCT RECEIVED REPORT FROM ROBINSON R22 AT 900 FEET, OF A WHITE UAS FLYING 100-200 FEET BELOW, HEADING WESTBOUND FROM THE DOWNTOWN AREA TOWARD THE SEA AIRPORT DELTA HANGER. KING COUNTY SHERIFF NOTIFIED 


MOR Alert for SEA

Number: SEA-M-2015/01/25-0001

Type: Public inquiry or concern (including all pilot reported NMACs)

Date/Time: Jan 25, 2015 - 1755Z

A/C: HELO

Summary: ACFT ADVISED TOWER THEY HAD OBSERVED A DRONE JUST EAST OF THE DOUBLE TREE INN IN VICINITY OF 188TH ST AND INTERNATIONAL BLVD AT 100 FT DURING THE SEATTLE SEAHAWKS SEND OFF PARADE. APPROXIMATELY 10 MINUTES LATER THE PILOT OBSERVED THE DRONE AT 800 FT. FROM THE SAME LOCATION FLYING WESTBOUND IN THE DIRECTION TO WHERE THE TEAM BUSES WHERE HEADING(DELTA HANGER). PILOT ADVISED DRONE WAS WHITE IN COLOR AND APPROXIMATELY 100-200 FT BELOW HIS ACFT. OS NOTIFIED LOCAL LAW ENFORCEMENT VIA 911 ON LAND LINE.(KING COUNTY SHERIFF).",2015,201501,2015-01-25,201504,KING COUNTY SHERIFF NOTIFIED
2015-01-26 00:00:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1545P/SINGCARGO 7962, B744, ANC-LAX, REPORTED A YELLOW AND BLACK UAS AT 1,000 FEET 4 NE LOS ANGELES INTERNATIONAL ARPT. LOS ANGELES SHERIFF AERO BUREAU HAS BEEN NOTIFIED.",2015,201501,2015-01-26,201505,LA SHERIFF AERO BUREAU NOTIFIED
2015-01-26 05:10:59,Washington,District of Columbia,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/SECURITY INCIDENT-UAS/0511E/MEDIA REPORTS A UAS WAS LOCATED IN A TREE INSIDE THE SECURITY PERIMETER OF THE WHITE HOUSE. INVESTIGATION IS ON-GOING.  CITE WATCH LIAISON WITH USG PARTNERS WAS NEGATIVE FOR ANY CURRENT THREATS.

ITS: The geographically responsible AFS Regional Office (RO) division manager and assistant division manager will be provided a memorandum with detail of the incident/individual.",2015,201501,2015-01-26,201505,NA
2015-01-27 17:15:00,Anchorage,Alaska,"PRELIM INFO FROM FAA OPS: ANCHORAGE, AK/UAS INCIDENT/1715L ROBINSON R22, REPORTED A UAS OPERATING BETWEEN 500-900 FEET .25 TO .5 W MERRILL FIELD ARPT. NO EVASIVE ACTION NEEDED. ANCHORAGE POLICE NOTIFIED. UAS OPERATOR SPOTTED AND QUESTIONED BY LEO'S.",2015,201501,2015-01-27,201505,ANCHORAGE POLICE NOTIFIED
2015-01-27 20:00:59,Fort Myers,Florida,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS INCIDENT/2001E/FORT MYERS ATCT REPORTED LEE COUNTY SHERIFF (USING NIGHT VISION GOGGLES) WHILE ON EMERGENCY OPERATIONS REQUIRED EVASIVE ACTION TO AVOID A UAS AT 1,700 FEET 10 NNE FORT MYERS. AFTER COMPLETING THE EMERGENCY OPERATION, LEO RETURNED TO SPOT, BUT HAD NO SUCCESS IN LOCATING THE INDIVIDUAL OR THE UAS. LEE COUNTY SHERIFF.",2015,201501,2015-01-27,201505,NA
2015-01-29 08:15:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LAX/UAS INCIDENT/0815P/LAX ATCT ADVISED COMPASS 5680, E170, SEA-LAX, REPORTED UAS 200 FEET ABOVE ACFT ALTITUDE OF 600 FEET OFF RIGHT WING WHILE ON 2.5 MILE FINAL RWY 24R LAX. LA CO SHERIFF NOTIFIED.",2015,201501,2015-01-29,201505,LA CO SHERIFF NOTIFIED
2015-01-29 17:39:59,Miami,Florida,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1740E/OPA-LOCKA ATCT ADVISED CESSNA C172 CONDUCTING RIGHT CLOSED TRAFFIC ON RUNWAY 9R REPORTED A UAS BETWEEN 50 - 200 FEET NEAR MID-FIELD POINT OF THE DOWNWIND. MIAMI DADE AVIATION UNIT WAS NOTIFIED AND QUESTIONED THE OPERATOR OF THE UAV.


MOR Alert for OPF

Number: OPF-M-2015/01/29-0001

Type: Public inquiry or concern (including all pilot reported NMACs)

Date/Time: Jan 29, 2015 - 2240Z

A/C: C172

Summary:  C172 conducting right closed traffic on Runway 9R, reported a UAV operating 50-200 ft AGL around the mid-field point of the downwind. The Miami Dade Police Aviation Unit, which is located on the airport, was contacted via landline and was given this information. They (Police) lifted off with their helicopter and landed at the location where the UAV was flying. The Metro Police pilot indicated he talked with the UAV flyer and wrote down his personal information. Metro Police will call the tower after he returns to base. 
",2015,201501,2015-01-29,201505,MIAMI DADE AVIATION UNIT NOTIFIED
2015-01-30 17:03:00,New York,New York,"PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/1703E/JETBLUE 2302, E190, JFK-BUF, REPORTED A WHITE UAS WITH LIGHTS 5 SE JFK AT 8,000 FEET WHILE NE BOUND. NASSAU COUNTY PD NOTIFIED.",2015,201501,2015-01-30,201505,NASSAU COUNTY PD NOTIFIED
2015-01-31 16:18:59,Boston,Massachusetts,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1619E/UNITED 1087, B737, REPORTED SEEING A UAS 100 FEET ABOVE ACFT ALTITUDE OF 7,000 FEET FOOTBALL SHAPED RED-BLUE IN COLOR 8 NE BOSTON. MASS STATE POLICE NOTIFIED.",2015,201501,2015-01-31,201505,MASS STATE POLICE NOTIFIED
2015-02-01 00:00:00,Rehoboth,Delaware,"Gentlemen,   I flew in a helicopter today to take pictures of the Delaware Special Olympics Polar Plunge in Rehoboth Beach along with another helicopter from the Delaware State Police.  Unseen to us, there was a heavy octo-copter DRONE also taking aerial photographs.  At our altitude.  

I have enclosed a link to SKY JAC aerial photography who was and continues to fly DRONES commercially.  ",2015,201502,2015-02-01,201505,NA
2015-02-01 18:00:00,Raleigh,North Carolina,"PRELIM INFO FROM FAA OPS: RALEIGH-DURHAM, NC/UAS INCIDENT/1800E/SOUTHWEST 4227, B737, REPORTED A UAS PASSED 200 FEET ABOVE THEM DURING 2 MILE FINAL TO RUNWAY 23L AT 1,000 FEET. NO EVASIVE ACTION REPORTED. NO LAW ENFORCEMENT CONTACTED. ",2015,201502,2015-02-01,201505,NA
2015-02-04 12:03:00,Fort Lauderdale,Florida,"FOLLOW UP INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1311E HAWKER BEECHCRAFT H25B REPORTED A BLACK AND YELLOW, 2-3 FOOT, S SHAPED, UAS PASSED 200 FEET ABOVE THEM WHILE AT 6,000 FEET 3 E FLL.  NO EVASIVE ACTION REPORTED. LEOS NOTIFIED.",2015,201502,2015-02-04,201506,LEOS NOTIFIED
2015-02-05 19:02:59,Washington,District of Columbia,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1903E/DAVIDSON ATCT ADVISED ARMY SENTRY2, TYPE UNKN, REPORTED UAV AT UNKN ALTITUDE 6 S DAVIDSON ATCT. UAV IS DARK GRAY AND SMALLER THAN A PREDATOR.",2015,201502,2015-02-05,201506,NA
2015-02-07 09:20:59,Chicago,Illinois,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/0921C/CHICAGO TRACON REPORTED THAT ENVOY 3277, E145, GRAND RAPIDS, MI - ORD, REPORTED AN UNAUTHORIZED UAS WHILE ON 10 MILE FINAL FOR RUNWAY 22R AT 3,500 FEET. NO DESCRIPTION OF UAS PROVIDED. NO EVASIVE ACTION REQUIRED.  FBI NOTIFIED.",2015,201502,2015-02-07,201506,FBI NOTIFIED
2015-02-07 10:37:00,LOS ANGELES,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1037P/SKYWEST 4537, CRJ3, REPORTED A UAS 8.5 MILES EAST OF LOS ANGELES AT 3,000 FEET .5 N OF FINAL RUNWAY 24R. UAS WAS APPROXIMATELY 3 FEET IN DIAMETER WITH A WHITE CENTER AND 4 WHITE TIPS. NO REPORT OF LEOS WERE NOTIFIED.",2015,201502,2015-02-07,201506,LEO NOT NOTIFIED
2015-02-07 15:19:00,Ft Worth,Texas,"PRELIM INFO FROM FAA OPS: FT WORTH, TX/UAS INCIDENT/1519C  CESSNA C172 AT 1,700 FEET 9 SW FT WORTH REPORTED AN UAS OR BALLOON 300 TO 400 FEET BELOW THE ACFT. NO REPORT OF LEOS WERE NOTIFIED.",2015,201502,2015-02-07,201506,LEO NOT NOTIFIED
2015-02-08 00:00:00,Jonesville,North Carolina,"PRELIM INFO FROM FAA OPS: JONESVILLE, NC /UAS INCIDENT/1344E/ATLANTA ARTCCC RECEIVED A REPORT THAT CIRRUS SR20 AT 9,000 FEET REPORTED SEEING A LARGE 4 PROP SILVER UAS 500 FEET BELOW HIS ALTITUDE WHILE HEADING NE BOUND 25 NE BARRETTS MOUNTAIN VOR. JONESVILLE,NC PD NOTIFIED.",2015,201502,2015-02-08,201506,"JONESVILLE,NC PD NOTIFIED"
2015-02-08 18:20:59,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA /UAS INCIDENT/1821P/SOUTHERN CALIFORNIA TRACON REPORTED SOUTHWEST 366, B737, OBSERVED A QUADCOPTER TYPE UAS AT 4,000 FEET 6 MILE FINAL LAX. LAPD AVIATION UNIT NOTIFIED.",2015,201502,2015-02-08,201506,LAPD AVIATION UNIT NOTIFIED
2015-02-09 05:23:59,Pensacola,Florida,"PRELIM INFO FROM FAA OPS: PENSACOLA, FL/UAS INCIDENT/0524E/FEDERAL PROTECTIVE SERVICE CONTACTED THE SOUTHERN REGION OPERATIONS CENTER TO REPORT A UAS (REPORTED UNDER CONTRACT TO TAKE PHOTOS NEAR A FEDERAL BUILDING IN THE PALAFOX AREA OF PENSACOLA. FPS INVESTIGATED THE MATTER AND RECEIVED NAMES OF UAS OPERATORS.",2015,201502,2015-02-09,201507,NA
2015-02-09 09:39:00,West Palm Beach,Florida,"PRELIM INFO FROM FAA OPS:  WEST PALM BEACH, FL/UAS INCIDENT/0939E/MIAMI ARTCC REPORTED THAT GULFSTREAM AEROSPACE GLF4, OPA-LOCKA ARPT, MIAMI - TETERBORO, NJ, CAME WITHIN 20 FEET OF A GOOD-SIZED, FAST MOVING, OPPOSITE DIRECTION WHITE UAS WITH WINGS WHILE NORTHBOUND AT FL255 48 E WEST PALM BEACH ARPT. OBSERVATION OF UAS WAS VISUAL ONLY; NO TCAS EVENT.",2015,201502,2015-02-09,201507,NA
2015-02-09 10:28:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1028P/SKYWEST 4537, CRJ3, REPORTED A UAS 8.5 MILES EAST OF THE ARPT AT 3,000 FEET. IT WAS APPROXIMATELY 3 FEET IN DIAMETER WITH A WHITE CENTER AND 4 WHITE TIPS. NO LEOS NOTIFIED. ",2015,201502,2015-02-09,201507,LEO NOT NOTIFIED
2015-02-09 11:10:59,Teterboro,New Jersey,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS INCIDENTS/1043E GULFSTREAM AEROSPACE GLF4, REPORTING SEEING A UAS HEADING NORTHBOUND AT FL250. THE DESCRIPTION OF THE UAS WAS IDENTIFIED AS BEING LARGE AND WHITE WINGED. AMOC WAS NOTIFIED.",2015,201502,2015-02-09,201507,AMOC NOTIFIED
2015-02-10 09:16:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/091658P/LOS ANGELES ARRIVAL REPORTED SOUTHWEST 366, B737, REPORTED SEEING AN UNIDENTIFIED HELICOPTER AT 4,000 FEET WHILE ON A 6 MILE FINAL TO RUNWAY 24R. LOS ANGELES PD  AIR SUPPORT ADVISED, LOS ANGELES PD 18 RESPONDED.",2015,201502,2015-02-10,201507,NA
2015-02-10 10:20:00,Santa Ana,California,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INCIDENT/1020P/UNITED 533, A320, REPORTED A FLYING OBJECT AT 8,000 FEET THAT APPEARED TO BE A UAS IN RELATIVELY CLOSE PROXIMITY. NO LEOS NOTIFIED. ",2015,201502,2015-02-10,201507,LEO NOT NOTIFIED
2015-02-10 10:44:59,Waukesha,Wisconsin,"PRELIM INFO FROM FAA OPS: WAUKESHA, WI/UAS INCIDENT/10 FEB 1045C/WAUKESHA ATCT ADVISED CESSNA C152  REPORTED A QUAD COPTER UAS, 24"" X 14"", 300 FEET TO THE ACFT RIGHT SIDE AT 1,000 FEET 2 NW WAUKESHA. LEO NOT NOTIFIED.",2015,201502,2015-02-10,201507,LEO NOT NOTIFIED
2015-02-10 11:29:59,La Belle,Florida,"PRELIM INFO FROM FAA OPS: LA BELLE, FL/UAS INCIDENT/1130E/FORT MEYERS TRACON REPORTED NAVION NAVI REPORTED SEEING A UAS HEADING NORTHWEST BOUND AT 5,500 FEET OVER LA BELLE AND DESCRIBED AS BEING 6 FEET IN DIAMETER, BLACK WITH 4 ROTORS ATTACHED TO THE BOTTOM. 


MOR Alert for RSW

Number: RSW-M-2015/02/10-0001

Type: 

Date/Time: Feb 10, 2015 - 1630Z

A/C: NAVION

Summary: A NAVION, VFR 5500' SE BOUND OVER LBV, REPORTED A DRONE WITHIN 500' OF HIS AIRCRAFT. DRONE DESCRIBED AS 6 FOOT LONG, BLACK IN COLOR WITH 4 ROTORS NW BOUND. DEN NOTIFIED
",2015,201502,2015-02-10,201507,DEN NOTIFIED
2015-02-11 18:38:00,Harrisburg,Pennsylvania,"PRELIM INFO FROM FAA OPS: HARRISBURG, PA/UAS INCIDENT/2-11 1838E EXPERIMENTAL DAVIS DA2, REPORTED A UAS WITH GREEN AND WHITE LIGHTS AT 400 FEET WHILE IN RIGHT CLOSED TRAFFIC PATTERN FOR CAPITAL CITY ARPT, HARRISBURG.",2015,201502,2015-02-11,201507,NA
2015-02-12 16:12:00,Las Vegas,Nevada,"PRELIM INFO FROM FAA OPS: LAS/UAS INCIDENT/1612P/LAS RECEIVED REPORT FROM ROBINSON R44 UAS PASSED 100 FEET BELOW HEADING NW AT 2,900 FEET OVER THE BANK OF AMERICA BUILDING ON FREEMONT STREET. LEOS NOTIFIED.",2015,201502,2015-02-12,201507,LEOS NOTIFIED
2015-02-14 00:00:00,Miami,Florida,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1537E/MIAMI ATCT RECEIVED REPORT FROM VFR HELICOPTER UNIDENTIFIED UAS 6.5 ESE MIA AT 400-500 FEET. ",2015,201502,2015-02-14,201507,NA
2015-02-14 00:00:00,San Luis Obispo,California,"PRELIM INFO FROM FAA OPS: SAN LUIS OBISPO, CA/UAS INCIDENT/1510P/SBT ATCT REPORTED THAT GULFSTREAM GLF6 OBSERVED UNKN TYPE UAS WHILE NORTHWEST BOUND AT 500 FEET ON SHORT FINAL TO RWY29.  UAS WAS OBSERVED APPROX 100FT BELOW ACFT. NO INJURIES REPORTED OR EVASIVE ACTION TAKEN. SAN LUIS OBISPO COUNTY SHERIFF NOTIFIED.",2015,201502,2015-02-14,201507,SAN LUIS OBISPO COUNTY SHERIFF NOTIFIED
2015-02-14 15:20:59,Montgomery,Alabama,"PRELIM INFO FROM FAA OPS: MONTGOMERY, AL/UAS INCIDENT/1521C/MONTGOMERY ATCT ADVISED CESSNA C182 REPORTED A RED UAS BELOW HIS ACFT ALTITUDE OF 4,000 FEET 10 E MONTGOMERY, AL. MONTGOMERY PD NOTIFIED.",2015,201502,2015-02-14,201507,MONTGOMERY PD NOTIFIED
2015-02-14 16:09:00,Oklahoma,Oklahoma,"PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS INCIDENT/1609C/ZFW ADVISED PIPER PA46 REPORTED A UAS 1,000 FEET BELOW ACFT ALTITUDE OF 11,000 FEET 35 E OKLAHOMA CITY, OK. UNKN IF LEO NOTIFIED.",2015,201502,2015-02-14,201507,UNKN IF LEOS NOTIFIED
2015-02-14 18:35:00,Anchorage,Alaska,"PRELIM INFO FROM FAA OPS: ANCHORAGE, AK/UAS INCIDENT/1835L ROBINSON R44 REPORTED A UAS BELOW 400 FEET IN THE VICINITY OF DOWNTOWN ANCHORAGE. NO CONFLICTS REPORTED.",2015,201502,2015-02-14,201507,NA
2015-02-15 12:07:00,Jacksonville,Florida,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/1207E/VFR CESSNA C172 HEADING SOUTHBOUND AT 2,800 FEET RECEIVING FLIGHT FOLLOWING REPORTED A UAS APPROXIMATELY 500 FEET BELOW, 10 SE OF CRAIG MUNICIPAL AIRPORT. THE UAS APPEARED TO BE 3 FEET IN DIAMETER MANEUVERING IN THE AREA. THE DUVAL COUNTY SHERIFF'S DEPARTMENT WAS NOTIFIED.",2015,201502,2015-02-15,201507,THE DUVAL COUNTY SHERIFF'S DEPARTMENT NOTIFIED
2015-02-15 14:03:00,Phoenix,Arizona,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1403M/PHOENIX-MESA GATEWAY ATCT ADVISED LANCAIR LNC4, REPORTED A UAS AT 2,200 FEET 5 E PHOENIX-MESA GATEWAY ARPT. NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED.",2015,201502,2015-02-15,201507,MESA PD NOTIFIED
2015-02-15 17:34:00,Atlanta,Georgia,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1734E/DEKALB-PEACHTREE ATCT ADVISED IFR CESSNA C25B AFTER LANDING RWY 3R, WHILE TAXING TO RAMP ADVISED THE GROUND CONTROLLER THAT THERE WAS A RED AND BLACK UAS SOUTH OF THE AIRPORT ON THE RIGHT BASE TO FINAL AT APPOX 500 FEET.  NO IMPACT TO ACFT/ARPT OPS. DEKALB PD NOTIFIED VIA 911.",2015,201502,2015-02-15,201507,DEKALB PD NOTIFIED
2015-02-16 10:11:00,Modesto,California,"PRELIM INFO FROM FAA OPS: MODESTO, CA /UAS INCIDENT/1011P/SOUTHERN CALIFORNIA TRACON REPORTED CIRRUS SR22 OBSERVED A UAS 36 INCHES IN DIAMETER, BLACK BOTTOM & RED TOP AT 9,000 FEET TRAVELING AT 100KTS 16 SW MODESTO. UAS CAME WITHIN 200 FEET OF ACFT. MODESTO PD NOTIFIED.",2015,201502,2015-02-16,201508,MODESTO PD NOTIFIED
2015-02-17 13:15:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1315P/LAX ATCT ADVISED SKY WEST 5176, CRJ7, ON SHORT FINAL FOR RUNWAY 25L LAX AT 600 FEET REPORTED A BLACK UAS QUADCOPTER WITH RED TIPS. NO EVASIVE ACTION TAKEN. LA SHERIFF AERO BUREAU NOTIFIED.




MOR Alert for LAX

Number: LAX-M-2015/02/17-0002

Type: 

Date/Time: Feb 17, 2015 - 2059Z

A/C: SKW5176 (CRJ7)

Summary: POSSIBLE DRONE SIGHTING: SKW5176 (CRJ7) REPORTED A POSSIBLE DRONE @ 600' ON SHORT FINAL TO RY25L; THE POSSIBLE DRONE WAS REPORTEDLY A BLACK QUAD COPTER WITH RED TIPS; NO EVASIVE ACTION REQUIRED; DEN NOTIFIED @ 2113z.
",2015,201502,2015-02-17,201508,LA SHERIFF AERO BUREAU NOTIFIED
2015-02-17 18:20:00,San Diego,California,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/1820P CESSNA C172 5 E SAN DIEGO AT 2,700 FEET REPORTED A UAS 100 FEET ABOVE. NO EVASIVE ACTION TAKEN. LEOS NOT NOTIFIED.




MOR Alert for SEE

Number: SEE-M-2015/02/17-0001

Type: 

Date/Time: Feb 17, 2015 - 0120Z

A/C: C172

Summary: C172 5 miles East of SEE at 2,700ft and reported a UAV 100ft above him. No evasive maneuver required.
",2015,201502,2015-02-17,201508,LEO NOT NOTIFIED
2015-02-18 11:05:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA /UAS INCIDENT/1105P/LAX ATCT REPORTED GULFSTREAM GLF4, ON 1 MILE FINAL AT 500 FEET OBSERVED A SILVER REMOTE CONTROL HELICOPTER PASS LEFT TO RIGHT OVERHEAD. LAW ENFORCEMENT NOTIFIED. 


MOR Alert for LAX

Number: LAX-M-2015/02/18-0003

Type: 

Date/Time: Feb 18, 2015 - 1905Z

A/C: GLF4

Summary: UAV REPORT: GLF4 REPORTED BEING OVERFLOWN BY A REMOTE CONTROL HELICOPTER ON A 1-MILE FINAL TO RY25L @ 500' AGL. THE UAV WAS WHITE/SILVER IN COLOR. NO EVASIVE ACTION TAKEN. DEN NOTIFIED @ 1912z.
",2015,201502,2015-02-18,201508,LEOS NOTIFIED
2015-02-19 11:45:00,Houston,Texas,"PRELIM INFO FROM FAA OPS: IAH/UAS INCIDENT/1145C/IAH TRACON RECEIVED REPORTS FROM UNITED 264, A319, SLC-IAH, AND EXPRESS JET 4525, E135, OMA-IAH, OF A UAS OPERATING BETWEEN 1,500-2,000 FEET 3-6 MILE FINAL RUNWAY 8L IAH. LEOS NOTIFIED.",2015,201502,2015-02-19,201508,LEOS NOTIFIED
2015-02-19 18:03:00,Carlsbad,California,"PRELIM INFO FROM FAA OPS: CARLSBAD, CA/UAS INCIDENT/1830P/CRQ ATCT ADVISED CESSNA C172 REPORTED SEEING A RED LIGHT FROM A POSSIBLE UAS 50 FEET FROM ACFT 5 E CRQ. 

MOR Alert for SCT

Number: SCT-M-2015/02/19-0003

Type: Other

Date/Time: Feb 20, 2015 - 0230Z

A/C: C172

Summary: Acft was on a south downwind for the ILS 24 into CRQ at the CRQ090005, when the pilot reported seeing a red light from a possible drone 50 feet away.
",2015,201502,2015-02-19,201508,NA
2015-02-19 20:53:00,San Jose,California,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS INCIDENT/2053P/FEDERAL EXPRESS 1219, B767, REPORTED A CLOSE ENCOUNTER WITH A UAS 60-70 FEET TO THE LEFT WHILE CLIMBING TO 11,000 FEET 8 SE OF SAN JOSE, LATER DESCRIBED AS 4 BLADED X SHAPED, WHITE OR GREY. SAN JOSE ARPT COMMUNICATIONS CENTER, LOCAL PD NOTIFIED.",2015,201502,2015-02-19,201508,"SAN JOSE ARPT COMMUNICATIONS CENTER, LOCAL PD NOTIFIED"
2015-02-20 09:00:00,New York,New York,"PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/0900E/N90 TRACON RECEIVED REPORT FROM JETBLUE 776, E190, OF A UAS TRANSITIONING SOUTHBOUND PASSING 1,000 FEET BELOW AT 7,000 FEET 30 S JFK. NYPD AIR DIV NOTIFIED.",2015,201502,2015-02-20,201508,NYPD AIR DIV NOTIFIED
2015-02-21 16:08:00,Burbank,California,"PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS INCIDENT/1608P/BURBANK ATCT REPORTED DIAMOND DA20 OBSERVED A BLACK UAS, TYPE UNKN, WHILE NORTHWEST BOUND AT 2,800 FEET, 1 NE BURBANK. UAS WAS STATIONARY AT SAME ALTITUDE. NO EVASIVE ACTION TAKEN. LAPD AVIATION SUPPORT UNIT NOTIFIED.



MOR Alert for BUR

Number: BUR-M-2015/02/21-0001

Type: 

Date/Time: Feb 22, 2015 - 0008Z

A/C: DA20

Summary:  DA20 1 NE BUR NW BOUND FOR WHP AT 28, REPORTED A DRONE IN THEIR VACINITY AND ALTITUDE. THE DRONE WAS BLACK IN COLOR AND STATIONARY. DEN, SCT OM AND LAPD AIR SUPPORT NOTIFIED.
",2015,201502,2015-02-21,201508,LAPD AVIATION SUPPORT UNIT NOTIFIED
2015-02-21 19:05:59,Treasure Cay,U.S. Virgin Islands,"PRELIM INFO FROM FAA OPS: TREASURE CAY, BAHAMAS/UAS INCIDENT/1906L/ZMA ADVISED PIPER P28A REPORTED OBSERVING A UAS APPROXIMATELY 1 S TREASURE CAY AT 3,000. UAS PASSED APPROXIMATELY 50 FEET FROM ACFT. NO EVASIVE ACTION REPORTED. LEO NOT NOTIFIED DUE TO INCIDENT OCCURRING IN BAHAMAS AIRSPACE.",2015,201502,2015-02-21,201508,LEO NOT NOTIFIED
2015-02-22 15:43:59,New York,New York,"PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/1544E/NY TRACON ADVISED AMERICAN 199, B763, S OF ISLIP, NY AT 8,000 FEET HEADING W BOUND REPORTED SEEING A UAS. NO CONFLICTS REPORTED. SUFFOLK COUNTY PD NOTIFIED.

PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/1536E/NY TRACON ADVISED NETHERLANDS REGISTERED KLM 641, B772, 5 S ISLIP, NY AT 6,000 FEET HEADING W BOUND REPORTED SEEING A UAS. NO CONFLICTS REPORTED. SUFFOLK COUNTY PD NOTIFIED.",2015,201502,2015-02-22,201508,SUFFOLK COUNTY PD NOTIFIED
2015-02-22 17:23:59,San Jose,California,"PRELIM INFO FROM FAA OPS: SAN JOSE. CA/UAS INCIDENT/1724P PIPER PAY1 REPORTED A UAS OPERATING BETWEEN 1,000-1,500 FEET OVER MIDFIELD SJC. LEOS NOTIFIED. ",2015,201502,2015-02-22,201508,LEOS NOTIFIED
2015-02-23 10:54:59,San Carlos,California,"PRELIM INFO FROM FAA OPS: SAN CARLOS, CA/UAS INCIDENT/1055P/REDWOOD CITY POLICE OFFICER OBSERVED AND REPORTED THAT A 12 INCH BY 12 INCH REMOTE CONTROLLED HELICOPTER WAS OPERATING IN THE VICINITY OF HIGHWAY 101 AND WOODSIDE ROAD AT 700 FEET. ",2015,201502,2015-02-23,201509,NA
